5,7,180,16,-50,0
5,7,180,16,-47,0
5,7,180,16,-44,0
13,13,180,17,-41,1
13,13,180,15,-41,1
13,13,0,16,-35,-2
13,13,0,14,-35,-2
13,13,180,-47,-41,2
13,13,180,-49,-41,2
13,13,270,-47,-38,-1
13,13,0,-48,-35,-1
13,13,0,-50,-35,-1
13,13,180,-37,-41,0
13,13,180,-39,-41,0
13,13,270,-37,-38,-1
13,13,0,-38,-35,-3
13,13,0,-40,-35,-3
13,13,180,0,-41,40
13,13,270,2,-38,39
13,13,270,2,-38,37
13,13,0,-1,-35,37
13,13,180,0,-41,33
13,13,270,0,-38,32
13,13,270,0,-38,30
13,13,0,-1,-35,30
5,7,270,92,-50,-1
5,7,270,92,-47,-1
5,7,270,92,-44,-1
13,13,0,92,-38,-2
13,13,0,90,-38,-2
13,13,270,62,-41,-1
13,13,0,61,-38,-3
13,13,0,59,-38,-3
13,13,90,59,-35,0
13,13,90,-1,-41,-66
13,13,90,-1,-41,-68
13,13,180,0,-38,-66
13,13,270,2,-35,-67
13,13,270,2,-35,-69
5,7,90,-1,-50,-76
5,7,90,-1,-47,-76
5,7,90,-1,-44,-76
13,13,90,-2,-41,-75
13,13,90,-2,-41,-77
13,13,270,1,-35,-76
13,13,270,1,-35,-78
13,13,90,-22,-41,0
13,13,180,-21,-38,0
13,13,180,-19,-38,0
13,13,270,-19,-35,-1
13,13,90,4,-41,0
13,13,180,5,-38,2
13,13,180,7,-38,2
13,13,270,7,-35,-1
5,7,180,-70,-50,0
5,7,180,-70,-47,0
5,7,180,-70,-44,0
13,13,180,-69,-41,1
13,13,180,-71,-41,1
13,13,0,-70,-35,-2
13,13,0,-72,-35,-2
5,7,270,0,-50,-104
5,7,270,0,-47,-104
5,7,270,0,-44,-104
13,13,270,1,-41,-105
13,13,270,1,-41,-103
13,13,90,-2,-35,-104
13,13,90,-2,-35,-102
13,13,270,2,-41,-96
13,13,270,2,-41,-94
13,13,0,-1,-38,-96
13,13,90,-1,-35,-95
13,13,90,-1,-35,-93
13,13,270,64,-41,15
13,13,270,64,-41,17
13,13,0,63,-38,15
13,13,90,61,-35,16
13,13,90,61,-35,18
13,13,270,66,-41,8
13,13,270,66,-41,10
13,13,0,63,-38,8
13,13,90,63,-35,9
13,13,90,63,-35,11
5,7,90,66,-50,64
5,7,90,66,-47,64
5,7,90,66,-44,64
13,13,180,66,-38,65
13,13,180,68,-38,65
13,13,90,61,-41,81
13,13,90,61,-41,79
13,13,180,64,-38,81
13,13,270,64,-35,80
13,13,270,64,-35,78
13,13,90,65,-41,65
13,13,270,68,-35,64
5,7,90,74,-50,77
5,7,90,74,-47,77
5,7,90,74,-44,77
13,13,90,73,-41,78
13,13,90,73,-41,76
13,13,180,74,-38,78
13,13,180,76,-38,78
13,13,270,76,-35,77
13,13,270,76,-35,75
5,7,90,83,-50,76
5,7,90,83,-47,76
5,7,90,83,-44,76
13,13,90,82,-41,77
13,13,90,82,-41,75
13,13,180,83,-38,77
13,13,180,85,-38,77
13,13,270,85,-35,76
13,13,270,85,-35,74
5,7,90,73,-50,68
5,7,90,73,-47,68
5,7,90,73,-44,68
13,13,90,72,-41,69
13,13,90,72,-41,67
13,13,180,73,-38,69
13,13,180,75,-38,69
13,13,270,75,-35,68
13,13,270,75,-35,66
5,7,90,67,-50,71
5,7,90,67,-47,71
5,7,90,67,-44,71
13,13,90,66,-41,72
13,13,90,66,-41,70
13,13,180,67,-38,72
13,13,180,69,-38,72
13,13,270,69,-35,71
13,13,270,69,-35,69
5,7,90,67,-50,85
5,7,90,67,-47,85
5,7,90,67,-44,85
13,13,90,66,-41,86
13,13,90,66,-41,84
13,13,180,67,-38,86
13,13,180,69,-38,86
13,13,270,69,-35,85
13,13,270,69,-35,83
5,7,90,82,-50,85
5,7,90,82,-47,85
5,7,90,82,-44,85
13,13,90,81,-41,86
13,13,90,81,-41,84
13,13,180,82,-38,86
13,13,180,84,-38,86
13,13,270,84,-35,85
13,13,270,84,-35,83
5,7,90,89,-50,88
5,7,90,89,-47,88
5,7,90,89,-44,88
13,13,90,88,-41,89
13,13,90,88,-41,87
13,13,180,89,-38,89
13,13,180,91,-38,89
13,13,270,91,-35,88
13,13,270,91,-35,86
5,7,90,83,-50,68
5,7,90,83,-47,68
5,7,90,83,-44,68
13,13,90,82,-41,69
13,13,90,82,-41,67
13,13,180,83,-38,69
13,13,180,85,-38,69
13,13,270,85,-35,68
13,13,270,85,-35,66
5,7,90,92,-50,66
5,7,90,92,-47,66
5,7,90,92,-44,66
13,13,90,91,-41,67
13,13,90,91,-41,65
13,13,180,92,-38,67
13,13,180,94,-38,67
13,13,270,94,-35,66
13,13,270,94,-35,64
5,7,90,95,-50,75
5,7,90,95,-47,75
5,7,90,95,-44,75
13,13,90,94,-41,76
13,13,90,94,-41,74
13,13,180,95,-38,76
13,13,180,97,-38,76
13,13,270,97,-35,75
13,13,270,97,-35,73
5,7,90,93,-50,82
5,7,90,93,-47,82
5,7,90,93,-44,82
13,13,90,92,-41,83
13,13,90,92,-41,81
13,13,180,93,-38,83
13,13,180,95,-38,83
13,13,270,95,-35,82
13,13,270,95,-35,80
5,7,90,79,-50,90
5,7,90,79,-47,90
5,7,90,79,-44,90
13,13,90,78,-41,91
13,13,90,78,-41,89
13,13,180,79,-38,91
13,13,180,81,-38,91
13,13,270,81,-35,90
13,13,270,81,-35,88
5,7,90,66,-50,92
5,7,90,66,-47,92
5,7,90,66,-44,92
13,13,90,65,-41,93
13,13,90,65,-41,91
13,13,180,66,-38,93
13,13,180,68,-38,93
13,13,270,68,-35,92
13,13,270,68,-35,90
5,7,90,90,-50,95
5,7,90,90,-47,95
5,7,90,90,-44,95
13,13,90,89,-41,96
13,13,90,89,-41,94
13,13,180,90,-38,96
13,13,180,92,-38,96
13,13,270,92,-35,95
13,13,270,92,-35,93
5,7,90,97,-50,93
5,7,90,97,-47,93
5,7,90,97,-44,93
13,13,90,96,-41,94
13,13,90,96,-41,92
13,13,180,97,-38,94
13,13,180,99,-38,94
13,13,270,99,-35,93
13,13,270,99,-35,91
5,7,270,98,-50,21
5,7,270,98,-47,21
5,7,270,98,-44,21
13,13,270,99,-41,20
13,13,270,99,-41,22
13,13,0,98,-38,20
13,13,0,96,-38,20
13,13,90,96,-35,21
13,13,90,96,-35,23
5,7,270,92,-50,27
5,7,270,92,-47,27
5,7,270,92,-44,27
