House01 10,27,13
11,5,90,6,0,0
11,5,90,0,0,0
11,5,180,0,0,4
11,5,180,9,0,4
11,5,180,9,0,8
11,5,180,0,0,8
11,5,180,0,0,12
11,5,180,9,0,12
11,5,270,4,0,12
11,5,270,8,0,12
16,5,0,0,3,0
16,5,0,9,3,0
16,5,90,2,3,12
7,5,90,1,3,0
7,5,90,6,3,0
3,5,90,0,3,12
3,5,90,8,3,12
16,5,180,9,3,11
16,5,180,0,3,11
3,25,270,2,6,0
3,25,270,8,6,0
3,25,0,0,6,3
3,25,0,0,6,8
3,25,0,9,6,8
3,25,0,9,6,3
7,5,180,0,6,2
7,5,180,0,6,7
7,5,180,9,6,7
7,5,180,9,6,2
7,5,180,9,6,12
7,5,180,0,6,12
7,5,270,3,6,12
7,5,270,8,6,12
3,25,270,5,6,12
11,5,270,6,6,0
3,7,270,5,0,0
3,7,270,5,3,0
21,5,0,0,9,4
21,5,0,9,9,4
16,5,90,2,9,12
16,5,90,2,9,0
3,5,90,0,9,0
3,5,90,8,9,0
3,5,90,0,9,12
3,5,90,8,9,12
7,5,180,9,9,3
7,5,180,0,9,3
21,5,270,8,12,0
21,5,270,8,12,12
3,5,270,7,15,0
3,5,270,3,15,0
3,5,270,3,15,12
3,5,270,7,15,12
3,25,270,5,15,0
3,25,270,5,15,12
11,5,270,6,18,0
11,5,270,6,18,12
3,5,90,4,21,0
25,30,0,2,18,0
25,30,0,7,18,0
27,30,0,4,24,0
25,30,0,0,12,0
25,30,0,9,12,0
7,30,180,9,12,12
7,30,180,0,12,12
7,30,180,7,18,12
7,30,180,2,18,12
9,30,180,5,21,12
7,30,0,1,15,0
7,30,0,8,15,0
7,30,0,6,21,0
7,30,0,3,21,0
25,30,0,6,21,3
25,30,0,3,21,3
25,30,0,8,15,3
25,30,0,1,15,3
9,30,0,4,24,10
End of structure
Tree01 5,20,5
1,6,0,2,0,2
1,6,0,2,3,2
1,6,0,2,6,2
6,14,0,3,9,1
8,14,0,1,9,1
9,14,90,1,10,4
9,14,90,1,10,1
7,14,180,0,10,3
7,14,180,4,10,3
13,14,270,3,13,3
13,14,270,4,13,0
7,14,0,0,13,0
7,14,0,4,13,2
9,14,0,0,16,1
9,14,0,3,16,1
7,14,0,2,16,1
7,14,90,1,16,0
7,14,90,1,16,4
8,14,90,1,19,3
6,14,90,1,19,1
End of structure
Garage01 6,13,10
11,8,90,1,0,1
1,5,90,0,0,1
21,5,180,5,0,8
16,5,270,5,0,9
21,5,0,5,3,2
11,5,90,0,3,9
1,5,90,4,3,9
1,5,90,0,3,1
1,5,90,5,3,1
21,5,180,5,6,8
16,5,270,5,6,9
1,5,270,0,6,1
16,5,270,5,9,1
21,5,0,5,9,2
11,5,90,1,9,9
1,5,90,0,9,9
11,8,90,1,3,1
11,8,90,1,6,1
28,2,180,3,12,9
26,2,180,5,12,9
End of structure
SuburbanTile 25,28,25
11,5,90,10,1,5
11,5,90,4,1,5
11,5,180,4,1,9
11,5,180,13,1,9
11,5,180,13,1,13
11,5,180,4,1,13
11,5,180,4,1,17
11,5,180,13,1,17
11,5,270,8,1,17
11,5,270,12,1,17
16,5,0,4,4,5
16,5,0,13,4,5
16,5,90,6,4,17
7,5,90,5,4,5
7,5,90,10,4,5
3,5,90,4,4,17
3,5,90,12,4,17
16,5,180,13,4,16
16,5,180,4,4,16
3,25,270,6,7,5
3,25,270,12,7,5
3,25,0,4,7,8
3,25,0,4,7,13
3,25,0,13,7,13
3,25,0,13,7,8
7,5,180,4,7,7
7,5,180,4,7,12
7,5,180,13,7,12
7,5,180,13,7,7
7,5,180,13,7,17
7,5,180,4,7,17
7,5,270,7,7,17
7,5,270,12,7,17
3,25,270,9,7,17
11,5,270,10,7,5
3,7,270,9,1,5
3,7,270,9,4,5
21,5,0,4,10,9
21,5,0,13,10,9
16,5,90,6,10,17
16,5,90,6,10,5
3,5,90,4,10,5
3,5,90,12,10,5
3,5,90,4,10,17
3,5,90,12,10,17
7,5,180,13,10,8
7,5,180,4,10,8
21,5,270,12,13,5
21,5,270,12,13,17
3,5,270,11,16,5
3,5,270,7,16,5
3,5,270,7,16,17
3,5,270,11,16,17
3,25,270,9,16,5
3,25,270,9,16,17
11,5,270,10,19,5
11,5,270,10,19,17
3,5,90,8,22,5
25,30,0,6,19,5
25,30,0,11,19,5
27,30,0,8,25,5
25,30,0,4,13,5
25,30,0,13,13,5
7,30,180,13,13,17
7,30,180,4,13,17
7,30,180,11,19,17
7,30,180,6,19,17
9,30,180,9,22,17
7,30,0,5,16,5
7,30,0,12,16,5
7,30,0,10,22,5
7,30,0,7,22,5
25,30,0,10,22,8
25,30,0,7,22,8
25,30,0,12,16,8
25,30,0,5,16,8
9,30,0,8,25,15
11,8,90,15,1,7
1,5,90,14,1,7
21,5,180,19,1,14
16,5,270,19,1,15
21,5,0,19,4,8
11,5,90,14,4,15
1,5,90,18,4,15
1,5,90,14,4,7
1,5,90,19,4,7
21,5,180,19,7,14
16,5,270,19,7,15
1,5,270,14,7,7
16,5,270,19,10,7
21,5,0,19,10,8
11,5,90,15,10,15
1,5,90,14,10,15
11,8,90,15,4,7
11,8,90,15,7,7
28,2,180,17,13,15
26,2,180,19,13,15
12,4,0,8,0,1
19,4,0,15,0,1
19,15,0,11,0,1
15,15,0,10,0,1
14,15,0,4,0,1
15,15,0,19,0,1
28,15,0,0,0,1
28,15,0,20,0,1
28,15,0,0,0,11
28,15,90,0,0,24
14,15,270,13,0,21
19,15,270,9,0,17
15,15,270,19,0,16
20,3,90,15,1,17
20,3,90,15,1,23
10,3,180,22,1,22
10,3,180,15,1,21
0,3,180,15,1,22
0,3,180,22,1,18
19,22,180,22,0,22
19,22,180,18,0,22
19,15,180,23,0,16
20,15,180,23,0,24
20,15,270,22,0,24
20,15,0,14,0,17
14,15,0,10,0,17
1,6,0,22,1,2
1,6,0,22,4,2
1,6,0,22,7,2
6,14,0,23,10,1
8,14,0,21,10,1
9,14,90,21,11,4
9,14,90,21,11,1
7,14,180,20,11,3
7,14,180,24,11,3
13,14,270,23,14,3
13,14,270,24,14,0
7,14,0,20,14,0
7,14,0,24,14,2
9,14,0,20,17,1
9,14,0,23,17,1
7,14,0,22,17,1
7,14,90,21,17,0
7,14,90,21,17,4
8,14,90,21,20,3
6,14,90,21,20,1
1,6,0,4,1,22
1,6,0,4,4,22
1,6,0,4,7,22
6,14,0,5,10,21
8,14,0,3,10,21
9,14,90,3,11,24
9,14,90,3,11,21
7,14,180,2,11,23
7,14,180,6,11,23
13,14,270,5,14,23
13,14,270,6,14,20
7,14,0,2,14,20
7,14,0,6,14,22
9,14,0,2,17,21
9,14,0,5,17,21
7,14,0,4,17,21
7,14,90,3,17,20
7,14,90,3,17,24
8,14,90,3,20,23
6,14,90,3,20,21
End of structure
SuburbanStreetTile 34,1,34
24,4,90,22,0,12
24,4,90,22,0,21
24,4,90,2,0,12
24,4,90,2,0,21
24,4,180,12,0,31
24,4,180,21,0,31
24,4,180,21,0,11
24,4,180,12,0,11
2,4,180,12,0,1
2,4,180,21,0,1
2,4,180,12,0,33
2,4,180,21,0,33
2,4,270,1,0,21
2,4,270,1,0,12
2,4,270,33,0,12
2,4,270,33,0,21
0,4,270,21,0,12
0,4,270,21,0,21
0,4,270,12,0,21
0,4,270,12,0,12
28,2,0,13,0,0
28,2,0,17,0,0
28,2,0,13,0,24
28,2,0,17,0,24
28,2,90,24,0,16
28,2,90,24,0,20
28,2,90,0,0,16
28,2,90,0,0,20
28,2,270,21,0,13
28,2,270,21,0,17
22,2,0,22,0,13
22,2,0,10,0,13
22,2,90,13,0,11
22,2,90,13,0,23
20,2,90,13,0,21
20,2,90,13,0,12
End of structure
SkyscraperFoundation01 14,6,14
27,3,0,0,0,2
27,3,90,2,0,13
27,3,180,13,0,11
5,3,180,13,0,13
5,3,180,1,0,13
5,7,180,9,0,1
5,7,180,5,0,1
5,3,180,7,0,1
13,3,270,3,0,0
13,3,270,13,0,0
5,7,270,9,3,0
5,7,270,5,3,0
5,3,270,7,3,0
27,3,0,0,3,0
27,3,0,12,3,0
18,3,90,0,3,13
18,3,90,8,3,13
5,3,90,6,3,13
5,3,90,0,3,11
5,3,90,12,3,11
5,3,90,2,3,1
5,3,90,10,3,1
End of structure
SkyscraperLevel01 14,9,14
23,3,90,3,0,1
23,3,180,1,0,13
23,3,180,13,0,13
23,3,270,10,0,12
9,3,270,13,0,0
9,3,270,2,0,0
13,3,0,0,0,2
13,3,0,12,0,2
3,3,0,2,0,12
3,3,0,11,0,12
3,25,0,3,3,0
3,25,0,5,3,0
3,25,0,10,3,0
3,25,0,8,3,0
3,25,90,0,3,3
3,25,90,0,3,5
3,25,90,0,3,10
3,25,90,0,3,8
3,25,90,12,3,10
3,25,90,12,3,8
3,25,90,12,3,5
3,25,90,12,3,3
3,25,180,10,3,13
3,25,180,8,3,13
3,25,180,5,3,13
3,25,180,3,3,13
9,3,180,1,3,2
9,3,270,2,3,12
9,3,270,13,3,12
9,3,0,12,3,0
5,3,0,12,3,6
5,3,0,6,3,0
5,3,0,6,3,12
3,3,0,4,3,12
3,3,0,9,3,12
3,3,0,4,3,0
3,3,0,9,3,0
3,3,0,11,3,0
3,3,0,2,3,0
3,3,90,0,3,9
3,3,90,0,3,11
3,3,90,0,3,4
