18,3,0,-30,-1,88
18,3,0,-30,-1,94
18,3,0,-42,-1,88
18,3,0,-42,-1,94
13,3,90,-40,-1,88
13,3,90,-34,-1,88
13,3,90,-40,-1,100
13,3,90,-34,-1,100
5,3,90,-36,-1,100
5,3,90,-36,-1,88
1,3,90,-30,-1,87
1,3,90,-29,-1,87
1,3,90,-41,-1,87
1,3,90,-42,-1,87
1,3,90,-42,-1,100
1,3,90,-41,-1,100
1,3,90,-30,-1,100
1,3,90,-29,-1,100
5,25,180,-45,-1,99
5,25,180,-45,-1,89
5,25,180,-45,-1,92
5,25,180,-45,-1,96
5,25,180,-49,-1,88
5,25,180,-53,-1,88
5,25,180,-57,-1,89
5,25,180,-57,-1,92
5,25,180,-57,-1,96
5,25,180,-57,-1,99
5,25,180,-53,-1,100
5,25,180,-49,-1,100
3,25,270,-46,-1,100
3,25,270,-56,-1,100
3,25,270,-56,-1,87
3,25,270,-46,-1,87
1,25,270,-47,-1,99
1,25,270,-47,-1,88
1,25,270,-56,-1,88
1,25,270,-56,-1,99
1,4,270,-58,-1,87
1,4,270,-45,-1,87
1,4,270,-45,-1,100
1,4,270,-58,-1,100
5,4,270,-45,-1,93
5,4,270,-51,-1,87
5,4,270,-57,-1,93
5,4,270,-51,-1,99
3,4,90,-46,-1,97
3,4,90,-46,-1,90
3,4,90,-58,-1,90
3,4,90,-58,-1,97
3,4,180,-55,-1,100
3,4,180,-48,-1,100
3,4,180,-55,-1,88
3,4,180,-48,-1,88
13,2,0,-58,-1,81
13,2,0,-58,-1,71
13,2,0,-46,-1,81
13,2,0,-46,-1,71
13,2,90,-51,-1,84
13,2,90,-55,-1,84
13,2,90,-51,-1,72
13,2,90,-55,-1,72
9,2,180,-45,-1,77
9,2,180,-45,-1,80
9,2,180,-57,-1,77
9,2,180,-57,-1,80
1,2,180,-47,-1,84
1,2,180,-56,-1,84
1,2,180,-56,-1,71
1,2,180,-47,-1,71
1,2,180,-47,-1,83
1,2,180,-47,-1,72
1,2,180,-56,-1,72
1,2,180,-56,-1,83
18,3,180,-100,-1,83
18,3,180,-100,-1,77
18,3,180,-88,-1,83
18,3,180,-88,-1,77
13,3,270,-90,-1,83
13,3,270,-96,-1,83
13,3,270,-90,-1,71
13,3,270,-96,-1,71
5,3,270,-94,-1,71
5,3,270,-94,-1,83
1,3,270,-100,-1,84
1,3,270,-101,-1,84
1,3,270,-89,-1,84
1,3,270,-88,-1,84
1,3,270,-88,-1,71
1,3,270,-89,-1,71
1,3,270,-100,-1,71
1,3,270,-101,-1,71
5,25,0,-85,-1,72
5,25,0,-85,-1,82
5,25,0,-85,-1,79
5,25,0,-85,-1,75
5,25,0,-81,-1,83
5,25,0,-77,-1,83
5,25,0,-73,-1,82
5,25,0,-73,-1,79
5,25,0,-73,-1,75
5,25,0,-73,-1,72
5,25,0,-77,-1,71
5,25,0,-81,-1,71
3,25,90,-84,-1,71
3,25,90,-74,-1,71
3,25,90,-74,-1,84
3,25,90,-84,-1,84
1,25,90,-83,-1,72
1,25,90,-83,-1,83
1,25,90,-74,-1,83
1,25,90,-74,-1,72
1,4,90,-72,-1,84
1,4,90,-85,-1,84
1,4,90,-85,-1,71
1,4,90,-72,-1,71
5,4,90,-85,-1,78
5,4,90,-79,-1,84
5,4,90,-73,-1,78
5,4,90,-79,-1,72
3,4,270,-84,-1,74
3,4,270,-84,-1,81
3,4,270,-72,-1,81
3,4,270,-72,-1,74
3,4,0,-75,-1,71
3,4,0,-82,-1,71
3,4,0,-75,-1,83
3,4,0,-82,-1,83
13,2,180,-72,-1,90
13,2,180,-72,-1,100
13,2,180,-84,-1,90
13,2,180,-84,-1,100
13,2,270,-79,-1,87
13,2,270,-75,-1,87
13,2,270,-79,-1,99
13,2,270,-75,-1,99
9,2,0,-85,-1,94
9,2,0,-85,-1,91
9,2,0,-73,-1,94
9,2,0,-73,-1,91
1,2,0,-83,-1,87
1,2,0,-74,-1,87
1,2,0,-74,-1,100
1,2,0,-83,-1,100
1,2,0,-83,-1,88
1,2,0,-83,-1,99
1,2,0,-74,-1,99
1,2,0,-74,-1,88
18,3,-90,-89,-1,56
18,3,-90,-95,-1,56
18,3,-90,-89,-1,44
18,3,-90,-95,-1,44
13,3,0,-89,-1,46
13,3,0,-89,-1,52
13,3,0,-101,-1,46
13,3,0,-101,-1,52
5,3,0,-101,-1,50
5,3,0,-89,-1,50
1,3,0,-88,-1,56
1,3,0,-88,-1,57
1,3,0,-88,-1,45
1,3,0,-88,-1,44
1,3,0,-101,-1,44
1,3,0,-101,-1,45
1,3,0,-101,-1,56
1,3,0,-101,-1,57
